GEOID,pop,pop65,income
060372132011,1425,167,44647.0
060372132012,1434,335,40365.0
060372132013,1220,82,39315.0
060372132021,1479,189,69500.0
060372132022,2196,220,53839.0
060372133101,1462,266,57422.0
060372133102,1057,126,64464.0
060372133201,1409,256,37946.0
060372133202,1062,369,36500.0
060372134011,1864,272,51111.0
060372134012,1397,103,49659.0
060372134013,1312,94,58466.0
060372134021,2277,213,60008.0
060372134022,804,101,55000.0
060372134023,1396,232,31027.0
060372140001,1007,76,210893.0
060372140002,577,208,87857.0
060372140003,1272,181,148182.0
060372140004,1094,155,125865.0
060372141001,1030,174,98286.0
060372141002,1014,184,250001.0
060372141003,517,74,
060372141004,1226,291,175250.0
060372144001,1159,42,91250.0
060372144002,1048,18,100179.0
060372144003,801,50,130769.0
060372145011,375,27,107639.0
060372145012,1567,32,135394.0
060372145013,1535,226,88750.0
060372145031,1170,68,83036.0
060372145032,1842,322,93934.0
060372145033,501,107,92837.0
060372145041,1578,55,116985.0
060372145042,2031,157,102843.0
060372145051,1581,147,85147.0
060372146001,741,95,98333.0
060372146002,615,190,127109.0
060372146003,910,96,119125.0
060372147001,890,182,168333.0
060372147002,1048,154,116019.0
060372147003,579,163,130481.0
060372148001,1713,228,93313.0
060372148002,463,110,145257.0
060372148003,704,230,102740.0
060372149021,795,126,105846.0
060372149022,1774,262,119148.0
060372149031,654,111,81912.0
060372149032,914,295,
060372149041,1050,128,151842.0
060372149042,409,26,98409.0
060372151011,1941,61,117692.0
060372151012,1083,59,66005.0
060372151021,1464,27,104643.0
060372151022,499,20,111250.0
060372151023,1359,43,83750.0
060372161001,734,253,171535.0
060372161002,1015,159,175313.0
060372161003,644,22,91406.0
060372162011,1281,145,104750.0
060372162012,1310,40,113776.0
060372162021,1128,86,103550.0
060372162022,1397,213,77353.0
060372163011,1414,546,97282.0
060372163021,1617,127,103774.0
060372163022,1541,404,83750.0
060372164011,1654,87,92202.0
060372164012,769,196,110375.0
060372164013,1237,200,96985.0
060372164021,1409,293,105577.0
060372164022,1254,134,98192.0
060372167001,1456,241,84844.0
060372167002,980,143,141087.0
060372167003,1005,193,137961.0
060372168001,853,59,129179.0
060372168002,1149,133,118500.0
060372168003,645,90,125694.0
060372168004,686,49,112292.0
060372169011,928,250,98971.0
060372169012,761,230,179891.0
060372169013,1110,159,98917.0
060372169021,578,84,85625.0
060372169022,1623,290,69375.0
060372170011,1102,162,191071.0
060372170012,1029,113,103621.0
060372170013,646,101,136042.0
060372170021,1754,355,102763.0
060372170022,1834,72,91662.0
060372170023,1364,275,179286.0
060372171011,724,24,
060372171012,1950,146,128056.0
060372171021,1338,170,
060372171022,420,35,167250.0
060372171023,1015,237,106875.0
060372172001,711,149,
060372172002,680,41,113654.0
060372172003,773,139,70357.0
060372172004,1812,434,
060372181101,2214,324,40446.0
060372181102,953,75,77656.0
060372181201,2326,329,47026.0
060372181202,799,85,
060372181203,446,91,56827.0
060372182101,1305,54,56250.0
060372182102,1361,294,56905.0
060372182103,1458,15,59308.0
060372182201,1177,221,85987.0
060372182202,2331,372,77667.0
060372182203,534,45,45714.0
060372183001,1324,75,81034.0
060372183002,536,67,37034.0
060372183003,539,100,92361.0
060372183004,1091,208,48610.0
060372183005,1321,80,137602.0
060372184001,1377,79,100594.0
060372184002,807,65,100132.0
060372184003,1094,162,125179.0
060372184004,718,73,77188.0
060372185001,1257,182,59750.0
060372185002,1482,150,100179.0
060372186001,1027,134,69786.0
060372186002,866,119,113264.0
060372186003,1236,168,77799.0
060372187011,785,66,43125.0
060372187012,1095,223,
060372187021,1519,213,63015.0
060372187022,1186,62,61346.0
060372188001,1715,333,50341.0
060372188002,1017,188,53683.0
060372189001,1146,264,62238.0
060372189002,1325,76,
060372189003,2973,387,76525.0
060372190101,1790,232,77188.0
060372190102,1424,305,110647.0
060372190201,1633,91,62652.0
060372190202,1410,189,79250.0
060372190203,1283,208,63967.0
060372193001,1127,165,97740.0
060372193002,959,76,62917.0
060372193003,1686,124,47350.0
060372195001,919,166,92266.0
060372195002,1046,267,106563.0
060372197001,1581,212,
060372197002,697,52,37358.0
060372197003,1920,163,96154.0
060372198001,693,93,50000.0
060372198002,1316,93,62625.0
060372198003,1024,133,81250.0
060372199011,1117,56,83500.0
060372199012,2796,131,67644.0
060372199013,1293,60,66761.0
060372199021,1684,130,97450.0
060372199022,1047,146,141495.0
060372199023,778,87,
060372200001,965,203,
060372200002,1015,97,
060372200003,944,97,114545.0
060372200004,653,69,
060372200005,928,308,39566.0
060372201001,960,214,79107.0
060372201002,615,167,
060372201003,888,91,54750.0
060372211101,643,135,30682.0
060372211102,2394,360,47188.0
060372211201,1591,113,50871.0
060372211202,1355,198,43125.0
060372212101,787,109,
060372212102,2158,225,68322.0
060372212201,971,169,40431.0
060372212202,1781,181,66146.0
060372213021,1602,258,50400.0
060372213022,1657,194,36452.0
060372213031,1725,211,52438.0
060372213032,806,36,55096.0
060372213041,2267,360,53607.0
060372213042,1440,153,64280.0
060372214011,775,194,56786.0
060372214012,2190,611,54018.0
060372214021,1768,491,47426.0
060372214022,1197,166,90536.0
060372215001,1533,306,33576.0
060372215002,1994,366,64107.0
060372216011,2056,168,54688.0
060372216012,1208,181,65815.0
060372216021,756,158,50950.0
060372216022,1467,195,52306.0
060372217101,1643,130,56087.0
060372217102,1015,245,41528.0
060372218101,1089,77,38919.0
060372218102,1344,64,27201.0
060372218201,678,29,27377.0
060372218202,1851,119,17300.0
060372219001,3514,260,20347.0
060372219002,1058,57,42862.0
060372220011,1769,263,69468.0
060372220012,1068,164,94946.0
060372220021,1291,119,29000.0
060372220022,1069,302,112625.0
060372220023,955,109,66818.0
060372220024,1404,100,73611.0
060372221001,1778,162,64125.0
060372221002,1638,343,56935.0
060372221003,670,140,125093.0
060372222001,1997,154,46133.0
060372222002,1645,182,88029.0
060372225001,678,90,54727.0
060372225002,1970,128,70208.0
060372225003,1546,168,93750.0
060372226001,1159,32,33750.0
060372226002,2694,249,57617.0
060372226003,1415,118,72917.0
060372227001,4316,0,51250.0
060372240101,1513,331,33875.0
060372240102,1461,188,45293.0
060372240201,1042,25,24179.0
060372240202,1774,27,45727.0
060372242001,1199,116,51250.0
060372242002,975,75,55709.0
060372243101,887,144,55380.0
060372243102,892,50,65163.0
060372243201,2134,348,51000.0
060372243202,1459,180,
060372244101,1668,149,26250.0
060372244102,1115,210,46759.0
060372244201,974,27,27689.0
060372244202,1194,180,25250.0
060372246001,1959,205,65492.0
060372246002,1119,96,34826.0
060372247011,2463,14,38098.0
060372247021,2508,87,11270.0
060372260011,2027,112,34318.0
060372260021,1227,78,92083.0
060372260022,646,36,14441.0
060372264101,1859,93,34833.0
060372264102,1702,227,50750.0
060372264201,1308,157,
060372264202,1980,148,65694.0
060372264203,1937,298,43087.0
060372267011,1841,148,54600.0
060372267012,677,87,29423.0
060372267021,1856,107,
060372267022,2137,152,78661.0
060372270101,1333,266,50756.0
060372270102,1193,40,36293.0
060372270103,1753,26,61875.0
060372270201,2290,273,64629.0
060372270202,1216,142,85250.0
060372281001,1711,80,
060372281002,1707,314,48007.0
060372281003,974,148,52724.0
060372282101,1429,211,33516.0
060372282102,2372,149,72708.0
060372282201,1418,82,40938.0
060372282202,1619,132,73169.0
060372282203,1433,161,34796.0
060372283101,1678,161,36818.0
060372283102,1430,132,51406.0
060372283103,1385,19,
060372283201,901,5,30875.0
060372283202,2519,134,65625.0
060372284101,1507,182,61429.0
060372284102,1589,106,48173.0
060372284201,1214,74,80357.0
060372284202,1679,21,72895.0
060372285001,2369,73,39196.0
060372285002,1391,56,29915.0
060372285003,1076,139,73219.0
060372286001,2881,339,
060372286002,1853,68,53958.0
060372287101,2932,125,68542.0
060372287102,1172,57,69861.0
060372287201,1087,28,
060372287202,1556,129,61151.0
060372287203,2266,125,58433.0
060372288001,2255,45,
060372288002,2202,123,72723.0
060372288003,918,47,36053.0
060372289001,2092,143,70444.0
060372289002,1095,200,25179.0
060372291001,2698,210,69295.0
060372291002,1874,115,36604.0
060372292001,1493,232,37375.0
060372292002,3057,243,49107.0
060372293001,3084,76,57429.0
060372293002,924,62,62708.0
060372293003,1734,91,55703.0
060372294101,2051,105,63582.0
060372294102,1846,122,49391.0
060372294201,1327,75,63696.0
060372294202,3284,115,60764.0
060372311001,1327,156,57353.0
060372311002,2080,228,39861.0
060372312101,1252,118,41895.0
060372312102,3009,259,52994.0
060372312201,2637,540,32075.0
060372312202,1506,156,54083.0
060372313011,2570,229,54464.0
060372313021,1830,94,55913.0
060372313022,227,8,43875.0
060372313023,833,208,
060372314001,1431,152,66000.0
060372314002,1438,244,
060372314003,1611,280,57500.0
060372315001,1527,296,120577.0
060372315002,2212,268,86932.0
060372315003,1309,195,95096.0
060372316011,1008,147,78750.0
060372316012,1222,123,78782.0
060372316021,1068,112,59722.0
060372316022,802,120,90898.0
060372316031,1101,171,26450.0
060372316032,1794,152,77051.0
060372317101,721,112,40607.0
060372317102,1803,153,58036.0
060372317103,1502,106,38967.0
060372317201,3371,490,39565.0
060372317202,735,40,37202.0
060372317203,1068,121,56827.0
060372318001,1019,13,44071.0
060372318002,1267,30,55750.0
060372318003,1833,98,60900.0
060372318004,1350,92,75449.0
060372319011,3440,162,88702.0
060372319021,1932,87,32120.0
060372319022,1275,102,44625.0
060372321101,1601,80,55833.0
060372321102,1890,101,57422.0
060372321201,1685,27,50893.0
060372321202,1242,39,82128.0
060372321203,2008,102,42109.0
060372322001,1405,83,74327.0
060372322002,1128,211,88242.0
060372322003,1232,244,54907.0
060372323001,1971,178,57321.0
060372323002,1651,116,103833.0
060372323003,1144,220,181250.0
060372324011,1215,84,60700.0
060372324012,1281,143,74516.0
060372324013,1086,123,57043.0
060372324021,875,90,81058.0
060372324022,2223,466,42128.0
060372325001,2486,241,90307.0
060372325002,1257,115,62118.0
060372325003,1159,64,47629.0
060372325004,520,119,
060372326011,1688,169,60962.0
060372326021,2853,239,71311.0
060372326022,2671,257,78929.0
060372327011,2348,217,78438.0
060372327021,2600,189,77688.0
060372327022,1814,134,46585.0
060372328001,1856,144,53472.0
060372328002,2328,104,64063.0
060372340011,760,259,76250.0
060372340012,1045,156,73750.0
060372340013,712,139,89231.0
060372340021,1850,371,66818.0
060372340022,1046,117,71836.0
060372342001,936,185,77589.0
060372342002,506,152,75745.0
060372342003,1163,234,118652.0
060372343011,1053,142,73214.0
060372343012,726,196,26986.0
060372343021,1549,251,60160.0
060372343022,910,158,33929.0
060372345011,994,196,75769.0
060372345012,1776,163,81786.0
060372345021,627,166,24976.0
060372345022,791,74,
060372345023,1183,205,39205.0
060372346001,1084,75,
060372346002,959,115,64485.0
060372346003,723,186,83005.0
060372346004,1928,397,103472.0
060372347001,562,81,
060372347002,726,182,103750.0
060372347003,1555,256,
060372347004,995,127,132188.0
060372348001,733,140,57634.0
060372348002,1369,118,86004.0
060372348003,753,31,72232.0
060372348004,679,132,70270.0
060372349011,919,138,46241.0
060372349012,1997,395,50485.0
060372349021,978,129,33379.0
060372349022,1579,299,41898.0
060372349023,1978,328,19539.0
060372351001,1065,180,85750.0
060372351002,1020,102,105489.0
060372351003,992,273,56140.0
060372351004,955,246,103872.0
060372352011,1212,145,63947.0
060372352012,760,160,
060372352013,908,128,77917.0
060372352021,1541,209,21815.0
060372352022,1186,324,39013.0
060372352023,1160,182,
060372360011,1669,408,115625.0
060372360012,1207,450,181042.0
060372360013,590,224,136591.0
060372360014,597,157,130268.0
060372361011,1525,718,
060372361012,1081,307,28462.0
060372361021,1410,160,69471.0
060372361022,2100,244,
060372362031,2436,325,37125.0
060372362032,1179,121,32981.0
060372362041,2353,193,59722.0
060372362042,1034,119,35156.0
060372362051,2298,265,35571.0
060372362052,772,81,30398.0
060372362061,2169,215,62411.0
060372362062,1006,227,80455.0
060372364001,1254,210,94354.0
060372364002,1557,242,102321.0
060372364003,1579,308,114145.0
060372371011,1100,123,73703.0
060372371012,883,55,65052.0
060372371013,1093,67,56544.0
060372371014,1060,68,36510.0
060372371021,1697,158,52647.0
060372371022,2273,191,41094.0
060372372011,1308,100,52833.0
060372372012,1567,161,
060372372013,891,79,92344.0
060372372021,1094,44,
060372372022,722,101,90607.0
060372372023,1480,88,
060372372024,1108,171,50536.0
060372373001,1208,83,
060372373002,1595,145,
060372373003,1004,259,71200.0
060372373004,1166,158,99050.0
060372373005,789,124,108598.0
060372374011,1136,87,113250.0
060372374012,768,64,41250.0
060372374013,2002,242,69375.0
060372374021,957,316,62989.0
060372374022,1771,85,83319.0
060372374023,890,213,95469.0
060372375001,1095,167,50268.0
060372375002,1632,172,33705.0
060372376001,1391,266,61641.0
060372376002,1145,142,57188.0
060372376003,853,37,50170.0
060372376004,703,201,34276.0
060372377101,2392,114,45755.0
060372377102,1980,153,53824.0
060372377201,1496,62,56101.0
060372377202,1951,105,44931.0
060372378001,1612,157,86595.0
060372378002,1051,285,40543.0
060372378003,724,130,
060372378004,773,76,90885.0
060372379001,1148,86,
060372379002,852,101,68199.0
060372379003,1033,341,84732.0
060372379004,1007,132,59919.0
060372380001,906,194,41000.0
060372380002,872,245,
060372380003,875,88,
060372380004,295,109,90197.0
060372380005,1379,132,
060372380006,1111,148,
060372381001,2521,179,
060372381002,1016,85,
060372381003,796,178,106696.0
060372381004,872,183,100243.0
060372382001,1840,421,
060372382002,1687,295,45338.0
060372382003,1418,257,75114.0
060372382004,1882,388,33242.0
060372383101,2181,105,47337.0
060372383102,2921,192,58040.0
060372383201,1587,133,19063.0
060372383202,1257,60,63977.0
060372383203,669,68,
060372384001,748,217,110369.0
060372384002,1463,330,56983.0
060372384003,1101,218,68281.0
060372384004,1183,322,79212.0
060372392011,1511,80,45921.0
060372392012,1086,119,61250.0
060372392013,803,47,41579.0
060372392021,2230,120,69875.0
060372392022,1841,220,50000.0
060372392023,1314,0,69413.0
060372393101,1463,100,56500.0
060372393102,1373,85,52024.0
060372393103,1185,18,42609.0
060372393201,1301,128,47206.0
060372393202,1804,115,54097.0
060372393301,2118,166,55500.0
060372393302,1001,100,69000.0
060372395011,1156,61,62422.0
060372395012,884,97,57500.0
060372395013,1543,123,68672.0
060372395021,1351,147,48603.0
060372395022,1352,31,63000.0
060372395023,988,72,70609.0
060372396011,2122,177,74740.0
060372396012,1631,97,55368.0
060372396021,2165,263,70938.0
060372396022,1588,138,42226.0
060372397011,2007,169,40025.0
060372397012,2014,160,36071.0
060372397021,873,108,
060372397022,1642,47,
060372397023,2172,142,83750.0
060372398011,1587,184,68664.0
060372398012,1030,117,48333.0
060372398013,1557,45,79113.0
060372398021,1580,94,58028.0
060372398022,1638,85,42193.0
060372398023,1049,152,
060372398024,1159,37,63269.0
060372400101,2196,108,52045.0
060372400102,1766,97,32875.0
060372400201,1773,183,57500.0
060372400202,2222,108,78450.0
060372400203,1371,143,48429.0
060372402001,861,45,50691.0
060372402002,3214,236,78920.0
060372402003,1662,160,30974.0
060372403011,1211,211,53750.0
060372403012,1659,151,64352.0
060372403021,1916,111,36632.0
060372403022,1097,116,134255.0
060372404011,1358,104,62258.0
060372404012,2901,212,38619.0
060372404013,1652,179,42543.0
060372404021,1680,216,94961.0
060372404022,1423,142,
060372404023,801,111,
060372405001,1346,87,
060372405002,1475,62,84511.0
060372405003,2217,98,62532.0
060372405004,1377,145,
060372406001,906,142,44231.0
060372406002,1481,385,71089.0
060372406003,1331,156,63214.0
060372406004,1089,54,63424.0
060372407001,1709,142,34385.0
060372407002,688,101,44125.0
060372407003,1476,115,98796.0
060372407004,1564,88,55125.0
060372407005,992,181,86429.0
060372408001,958,108,
060372408002,2073,92,65966.0
060372408003,1718,76,54797.0
060372409011,1243,90,42917.0
060372409012,1260,81,59000.0
060372409021,1344,116,62750.0
060372409022,2270,249,
060372410011,654,36,76394.0
060372410012,1607,362,
060372410013,2196,118,92317.0
060372410021,1869,150,60400.0
060372410022,1037,123,49926.0
060372410023,924,147,84286.0
060372411101,2032,145,73179.0
060372411102,1553,124,70865.0
060372411201,1199,231,
060372411202,894,40,62333.0
060372411203,814,67,53452.0
060372411204,1338,143,
060372412011,1354,114,74219.0
060372412012,863,116,55677.0
060372412013,930,57,60354.0
060372412021,560,204,44464.0
060372412022,1246,104,
060372412023,1050,107,
060372412024,929,47,
060372412025,1040,101,118259.0
060372413001,815,61,
060372413002,1563,151,65231.0
060372414001,1724,145,60234.0
060372414002,2177,191,82500.0
060372420001,1375,177,77769.0
060372420002,1868,223,57784.0
060372420003,918,163,25115.0
060372421001,2402,132,29935.0
060372422011,2599,229,98000.0
060372422012,1405,225,45962.0
060372422021,1053,130,44701.0
060372422022,1676,135,43472.0
060372423001,2896,108,53116.0
060372423002,1153,85,44375.0
060372423003,802,127,80938.0
060372426001,1472,0,
060372426002,2069,67,16514.0
060372426003,1173,37,25109.0
060372427001,564,57,48672.0
060372427002,2159,234,50761.0
060372427003,2000,250,54469.0
060372430011,2278,124,74079.0
060372430012,968,185,57135.0
060372430021,1349,109,78111.0
060372430022,1372,116,75000.0
060372431001,2317,223,42045.0
060372431002,2027,177,33250.0
060372431003,842,78,
060372611021,546,174,226250.0
060372611022,1623,366,250001.0
060372611023,1821,394,250001.0
060372611031,1722,446,230602.0
060372611041,1672,497,186765.0
060372612001,2494,674,209345.0
060372612002,1386,288,185885.0
060372621001,786,196,155521.0
060372621002,374,153,250001.0
060372621003,1561,522,250001.0
060372622001,1171,235,140938.0
060372622002,2647,506,207198.0
060372622003,812,255,250001.0
060372623011,2976,698,250001.0
060372623021,1541,293,170563.0
060372623022,1399,528,250001.0
060372623031,1193,239,211667.0
060372623032,855,230,250001.0
060372623033,776,202,250001.0
060372624001,913,455,206797.0
060372624002,1980,420,250001.0
060372625011,966,164,156250.0
060372625012,886,134,250001.0
060372625013,1880,450,250001.0
060372626011,1070,447,182337.0
060372626012,2348,626,250001.0
060372626041,751,224,250001.0
060372626042,1845,338,250001.0
060372626043,1325,358,111155.0
060372626044,489,155,224073.0
060372626045,1474,342,138833.0
060372627041,1520,280,218523.0
060372627042,2075,554,144596.0
060372627061,1812,416,161339.0
060372627062,808,227,250001.0
060372627063,763,133,141111.0
060372628021,1515,563,152188.0
060372628022,897,260,
060372628023,1224,352,172375.0
060372640001,718,192,250001.0
060372640002,1451,367,189893.0
060372640003,914,241,204196.0
060372641021,1014,283,236917.0
060372641022,1951,335,143625.0
060372641031,1528,258,149936.0
060372641032,1220,73,151771.0
060372643031,1462,177,184932.0
060372643032,1240,45,130765.0
060372643041,716,96,127115.0
060372643042,1548,95,122096.0
060372643051,1078,181,92206.0
060372643052,1519,410,121667.0
060372643053,1929,365,134135.0
060372643061,1694,432,127781.0
060372651001,1299,568,122656.0
060372651002,1002,565,
060372652011,1404,545,148547.0
060372652012,1087,146,
060372652031,717,375,
060372652032,1276,223,160000.0
060372652041,1466,163,117829.0
060372653011,12987,0,
060372653012,0,0,
060372653031,1581,0,32571.0
060372653032,1284,33,22738.0
060372653033,1603,107,39500.0
060372653041,2272,11,13787.0
060372653042,816,19,43750.0
060372653061,1806,4,31757.0
060372653071,1102,40,50515.0
060372653072,1305,0,26857.0
060372654101,882,170,238472.0
060372654102,844,143,136354.0
060372654201,743,208,250001.0
060372654202,893,140,143684.0
060372655211,764,29,85168.0
060372655212,821,94,83765.0
060372655221,796,158,67404.0
060372655222,1536,65,101567.0
060372655231,806,66,150526.0
060372655232,1480,163,73016.0
060372655241,786,104,131771.0
060372655242,1982,311,107468.0
060372656011,1161,569,
060372656012,1884,269,150913.0
060372656021,1025,244,
060372656022,2032,644,115048.0
060372657011,1845,429,152250.0
060372657021,1626,610,142500.0
060372657022,623,235,66224.0
060372657023,858,183,100078.0
060372671011,2169,215,103500.0
060372671012,722,255,164766.0
060372671021,587,62,250001.0
060372671022,2370,469,108092.0
060372672011,1074,132,117286.0
060372672012,848,242,
060372672013,910,188,111750.0
060372672021,1896,242,128500.0
060372672022,1176,200,105333.0
060372672023,707,202,
060372673001,966,163,75714.0
060372673002,1558,20,177981.0
060372673003,1631,241,128542.0
060372674031,981,166,103009.0
060372674032,991,146,80852.0
060372674033,1587,98,138221.0
060372674041,975,83,95841.0
060372674042,2572,238,76319.0
060372674051,881,153,91814.0
060372674052,1542,216,120998.0
060372674061,1932,310,91008.0
060372675021,1560,207,77727.0
060372675022,1721,212,119345.0
060372675031,2216,115,136038.0
060372675041,1526,177,71378.0
060372675042,2042,108,136771.0
060372676001,1035,274,83500.0
060372676002,507,332,
060372676003,927,162,88750.0
060372677001,1605,165,107564.0
060372677002,2148,171,136700.0
060372678001,679,102,200104.0
060372678002,615,238,86389.0
060372678003,2189,414,117821.0
060372679011,1922,633,153060.0
060372679012,1184,765,131944.0
060372679021,1045,154,250001.0
060372679022,1165,254,114883.0
060372679023,1399,112,227438.0
060372690001,739,166,250001.0
060372690002,990,345,174909.0
060372690003,859,146,250001.0
060372690004,1398,246,212655.0
060372690005,881,205,98400.0
060372691001,1103,244,130096.0
060372691002,598,111,86250.0
060372691003,873,83,88523.0
060372691004,1690,169,
060372693001,971,231,214700.0
060372693002,719,139,248409.0
060372693003,788,135,198375.0
060372693004,647,185,218250.0
060372693005,646,208,214821.0
060372695001,625,140,225536.0
060372695002,675,151,165083.0
060372695003,2076,402,250001.0
060372695004,826,229,250001.0
060372696011,1143,66,
060372696012,1214,184,110593.0
060372696013,1108,75,44159.0
060372696021,1495,73,79321.0
060372696022,722,196,112000.0
060372697001,990,132,100787.0
060372697002,955,121,92865.0
060372697003,1105,188,181719.0
060372697004,808,111,117308.0
060372698001,1471,112,158281.0
060372698002,1669,116,87366.0
060372699031,1315,67,100275.0
060372699032,2172,120,90000.0
060372699051,977,52,108092.0
060372699052,1257,97,110507.0
060372699061,1574,105,135000.0
060372699062,1424,100,108333.0
060372699071,1349,126,107500.0
060372699072,1204,121,88750.0
060372699081,1342,233,83271.0
060372699082,574,39,93906.0
060372699091,583,12,
060372699092,1505,287,103697.0
060372701011,912,43,
060372701012,884,80,116719.0
060372701021,544,21,81776.0
060372701022,1610,220,119643.0
060372702001,1237,178,82899.0
060372702002,921,61,
060372702003,1448,139,73750.0
060372703001,978,158,69250.0
060372703002,1582,164,68603.0
060372711001,880,94,250001.0
060372711002,508,168,156842.0
060372711003,929,237,62841.0
060372712001,1135,88,105972.0
060372712002,1360,155,172308.0
060372713001,711,115,214440.0
060372713002,1408,320,90179.0
060372713003,1322,165,127500.0
060372713004,1775,186,83587.0
060372714001,704,321,192568.0
060372714002,1092,234,176771.0
060372714003,1407,388,140104.0
060372715001,1101,258,100399.0
060372715002,450,94,140156.0
060372715003,1377,430,107143.0
060372716001,790,58,162361.0
060372716002,1010,144,135865.0
060372716003,1034,352,118214.0
060372716004,2536,0,65714.0
060372717021,1460,350,83648.0
060372717022,1112,46,99135.0
060372717023,1721,28,72083.0
060372717031,1320,228,134428.0
060372717032,730,112,130080.0
060372717033,704,75,104276.0
060372717041,692,182,166103.0
060372717042,2290,115,147013.0
060372718011,1124,152,104500.0
060372718012,1632,136,85333.0
060372718013,612,30,57832.0
060372718031,1037,115,100517.0
060372718032,2151,114,94917.0
060372718041,1082,129,100500.0
060372718042,1211,23,97115.0
060372719011,1159,49,121131.0
060372719012,1439,357,110875.0
060372719013,760,57,177982.0
060372719021,623,211,109028.0
060372719022,1349,76,161375.0
060372719023,2015,215,75536.0
060372721001,808,221,149531.0
060372721002,817,144,155380.0
060372721003,925,236,144960.0
060372721004,1168,105,
060372721005,723,33,71402.0
060372722011,1260,227,96688.0
060372722012,762,66,92095.0
060372722021,703,96,116442.0
060372722022,2331,159,94342.0
060372723011,562,61,
060372723012,1181,203,145682.0
060372723013,1522,298,125407.0
060372723021,2521,406,76540.0
060372723022,1258,124,76146.0
060372731001,613,103,118571.0
060372731002,1541,188,154712.0
060372731003,872,62,250001.0
060372732001,468,69,131250.0
060372732002,791,103,160556.0
060372732003,553,87,119875.0
060372732004,966,178,133900.0
060372733001,1808,191,93500.0
060372733002,461,95,91786.0
060372733003,588,105,86518.0
060372734031,745,182,
060372734032,615,61,144412.0
060372734041,935,39,83923.0
060372734042,573,61,143211.0
060372735021,913,30,106560.0
060372735022,936,151,137667.0
060372735023,722,67,77130.0
060372736001,712,104,119427.0
060372736002,636,148,127587.0
060372736003,790,146,119960.0
060372737001,596,27,131893.0
060372737002,1029,145,146771.0
060372737003,1126,121,135081.0
060372738001,1706,214,97047.0
060372738002,629,80,96736.0
060372738003,610,21,120625.0
060372739021,1068,185,88571.0
060372739022,559,111,97660.0
060372739023,818,268,201549.0
060372739024,847,196,208393.0
060372739025,946,138,
060372741001,1016,148,100585.0
060372741002,703,99,
060372741003,628,115,250001.0
060372741004,2018,181,98916.0
060372742021,1803,709,88333.0
060372742022,632,89,169333.0
060372742023,656,117,223807.0
060372742024,767,125,109962.0
060372751011,935,268,134519.0
060372751021,655,68,104808.0
060372751022,2283,37,68516.0
060372751023,1105,153,177212.0
060372752001,1400,101,98000.0
060372752002,1054,241,131528.0
060372752003,1339,131,97917.0
060372753111,936,250,89564.0
060372753112,1196,187,90536.0
060372753113,1152,253,100488.0
060372753114,1521,311,94034.0
060372753121,2042,219,177963.0
060372753131,1994,654,124375.0
060372753132,1589,213,98995.0
060372754001,1238,218,141439.0
060372754002,1371,188,
060372754003,1878,128,168750.0
060372755001,834,226,78684.0
060372755002,650,111,144516.0
060372755003,846,151,129286.0
060372755004,2772,225,26894.0
060372756031,823,70,153393.0
060372756032,1242,257,113409.0
060372756033,713,133,100469.0
060372756041,1829,200,162563.0
060372756042,1346,42,170923.0
060372756043,7217,866,189688.0
060372756051,1143,133,167938.0
060372756052,1735,216,112500.0
060372760001,2398,155,143350.0
060372760002,1165,347,165804.0
060372760003,968,288,125063.0
060372760004,1181,221,183066.0
060372760005,970,196,173250.0
060372761011,2518,135,112364.0
060372761012,906,9,101442.0
060372761021,2422,318,86827.0
060372761022,943,289,
060372764001,759,147,212778.0
060372764002,567,222,121618.0
060372764003,1703,372,250001.0
060372764004,688,73,250001.0
060372764005,731,100,250001.0
060372765001,1753,133,199674.0
060372765002,2278,15,
060372765003,1477,260,119095.0
060372766011,1189,332,250001.0
060372766012,1125,177,123380.0
060372766013,783,23,138185.0
060372766014,1004,246,183125.0
060372766051,1269,239,127072.0
060372766052,1192,336,92054.0
060372766061,1567,179,146685.0
060372766062,1817,346,100889.0
060372766071,1782,16,78934.0
060372766072,1097,137,183289.0
060372766081,1874,273,96685.0
060372770001,1585,165,
060372770002,1177,141,202031.0
060372770003,1347,363,144534.0
060372770004,540,90,242792.0
060372770005,1365,234,245696.0
060372771001,741,114,166458.0
060372771002,1276,98,192813.0
060372771003,1268,267,160000.0
060372772001,1035,164,61495.0
060372772002,761,166,53478.0
060372774001,0,0,
060372774002,0,0,
060372780011,1035,231,109583.0
060372780012,1314,153,93750.0
060372781021,703,247,143984.0
060372781022,1350,312,183750.0
060372781023,920,202,171181.0
060372911101,1959,118,62804.0
060372911102,2233,178,38869.0
060372911201,2041,168,73167.0
060372911301,975,159,128056.0
060372911302,1506,225,84167.0
060372911303,752,122,78906.0
060372912101,1330,80,59792.0
060372912102,2245,358,85750.0
060372912103,1191,207,52313.0
060372912201,847,36,58929.0
060372912202,1449,336,132008.0
060372912203,646,203,52073.0
060372913001,1064,361,106923.0
060372913002,1211,78,77917.0
060372913003,750,265,144167.0
060372920011,2885,294,52000.0
060372920012,1626,217,51681.0
060372920021,1037,110,83917.0
060372920022,931,149,137902.0
060372932031,2133,105,82256.0
060372932032,652,82,67679.0
060372932041,2371,276,125506.0
060372932042,1323,128,81786.0
060372932051,1934,153,58750.0
060372932052,1438,22,54870.0
060372932061,1084,118,73897.0
060372932062,1612,121,77917.0
060372933011,2556,637,103375.0
060372933021,2511,498,119531.0
060372933022,1985,296,76486.0
