h3,name,holc,access_min,access_km,street_m,access_src
882830c2d9fffff,Diablo Country Club NE 7,,104.9,8.4,1653.0,routed
882830c2dbfffff,Diablo Country Club N 7,,94.7,7.58,700.0,routed
882830c2ddfffff,Diablo Country Club NE 9,,121.5,9.72,1404.0,routed
882830c2e1fffff,Hidden Oaks NE 20,,135.4,10.83,170.0,routed
882830c2e3fffff,Hidden Oaks NE 22,,141.3,11.3,0.0,routed
882830c2e5fffff,Clayton Palms Community W 25,,138.5,11.08,1672.0,routed
882830c2e7fffff,Clayton Palms Community W 27,,121.0,9.68,1255.0,routed
882830c2e9fffff,Hidden Oaks NE 16,,149.3,11.95,0.0,routed
882830c2ebfffff,Hidden Oaks NE 18,,141.9,11.35,0.0,routed
882830c2edfffff,Hidden Oaks NE 19,,143.6,11.49,935.0,routed
882830c301fffff,Clayton Palms Community S 6,,177.8,14.23,0.0,routed
882830c303fffff,Clayton Palms Community S 4,,171.0,13.68,0.0,routed
882830c305fffff,Clayton Palms Community SE 6,,141.9,11.36,0.0,routed
882830c307fffff,Clayton Palms Community SE 3,,178.5,14.28,0.0,routed
882830c309fffff,Clayton Palms Community S 9,,168.5,13.48,0.0,routed
882830c30bfffff,Clayton Palms Community S 7,,199.9,15.99,0.0,routed
882830c30dfffff,Clayton Palms Community SE 9,,148.7,11.89,0.0,routed
882830c311fffff,Clayton Palms Community SW 4,,196.3,15.7,0.0,routed
882830c313fffff,Clayton Palms Community SW 3,,195.6,15.65,0.0,routed
882830c315fffff,Clayton Palms Community S 3,,190.1,15.21,0.0,routed
882830c317fffff,Clayton Palms Community SW 2,,179.4,14.35,0.0,routed
882830c319fffff,Clayton Palms Community SW 7,,205.3,16.43,0.0,routed
882830c31bfffff,Clayton Palms Community SW 5,,188.6,15.09,0.0,routed
882830c31dfffff,Clayton Palms Community S 5,,195.2,15.62,0.0,routed
882830c321fffff,Clayton Palms Community SE 7,,141.3,11.3,372.0,routed
882830c323fffff,Clayton Palms Community SE 4,,123.9,9.91,0.0,routed
882830c325fffff,Clayton Palms Community E 9,,126.6,10.13,0.0,routed
882830c327fffff,Clayton Palms Community E 6,,131.5,10.52,0.0,routed
882830c329fffff,Clayton Palms Community SE 8,,129.2,10.33,342.0,routed
882830c32bfffff,Clayton Palms Community SE 5,,139.0,11.12,896.0,routed
882830c32dfffff,Clayton Palms Community SE 11,,115.3,9.22,874.0,routed
882830c331fffff,Clayton Palms Community SE,,141.1,11.29,1163.0,routed
882830c333fffff,Clayton Palms Community,,154.2,12.34,3142.0,routed
882830c335fffff,Clayton Palms Community E 2,,116.5,9.32,2168.0,routed
882830c337fffff,Clayton Palms Community E,,119.2,9.54,1443.0,routed
882830c339fffff,Clayton Palms Community S 2,,144.0,11.52,0.0,routed
882830c33bfffff,Clayton Palms Community S,,157.2,12.58,0.0,routed
882830c33dfffff,Clayton Palms Community SE 2,,127.5,10.2,1423.0,routed
882830c341fffff,Clayton Palms Community S 18,,178.0,14.24,0.0,routed
882830c343fffff,Clayton Palms Community S 13,,178.1,14.25,0.0,routed
882830c345fffff,Clayton Palms Community S 17,,198.2,15.86,0.0,routed
882830c347fffff,Clayton Palms Community S 12,,177.8,14.23,0.0,routed
882830c349fffff,Clayton Palms Community S 23,,214.6,17.17,0.0,routed
882830c34bfffff,Clayton Palms Community S 19,,220.6,17.65,0.0,routed
882830c34dfffff,Clayton Palms Community S 22,,190.4,15.23,0.0,routed
882830c351fffff,Clayton Palms Community S 11,,207.2,16.58,0.0,routed
882830c353fffff,Clayton Palms Community SW 11,,216.9,17.35,0.0,routed
882830c355fffff,Clayton Palms Community S 10,,222.8,17.82,0.0,routed
882830c357fffff,Clayton Palms Community S 8,,198.6,15.89,0.0,routed
882830c359fffff,Clayton Palms Community S 16,,193.1,15.45,0.0,routed
882830c35bfffff,Clayton Palms Community S 15,,209.3,16.74,0.0,routed
882830c35dfffff,Clayton Palms Community S 14,,215.7,17.25,0.0,routed
882830c361fffff,Clayton Palms Community SE 15,,199.3,15.94,0.0,routed
882830c363fffff,Clayton Palms Community SE 10,,144.2,11.54,0.0,routed
882830c365fffff,Clayton Palms Community SE 17,,122.2,9.77,0.0,routed
882830c367fffff,Clayton Palms Community SE 12,,126.3,10.11,0.0,routed
882830c369fffff,Clayton Palms Community SE 18,,198.5,15.88,0.0,routed
882830c36bfffff,Clayton Palms Community SE 13,,158.0,12.64,0.0,routed
882830c36dfffff,Clayton Palms Community SE 20,,196.4,15.71,0.0,routed
882830c401fffff,Penny Lane,,25.1,2.01,8210.0,routed
882830c403fffff,Kona Kai Villege,,9.9,0.79,8934.0,routed
882830c405fffff,Turtle Dove Terrace,,24.3,1.95,9738.0,routed
882830c407fffff,Willow Pass Mobile Home Park SE,,14.6,1.17,10194.0,routed
882830c409fffff,Concord Community Park,,34.8,2.78,8071.0,routed
882830c40bfffff,Lincoln Arms,,22.9,1.83,9969.0,routed
882830c40dfffff,Vista Heights,,36.4,2.91,8627.0,routed
882830c411fffff,Concord,,6.3,0.5,8450.0,routed
882830c413fffff,Benton Arms Apartments,,17.1,1.37,9594.0,routed
882830c415fffff,Willow Walk,,6.8,0.54,9842.0,routed
882830c417fffff,Sun Terrace S,,18.4,1.47,11430.0,routed
882830c419fffff,Concord SW,,11.5,0.92,7025.0,routed
882830c41bfffff,Benton Arms Apartments SW,,7.5,0.6,6550.0,routed
882830c41dfffff,Blue Oak Square,,8.6,0.69,10365.0,routed
882830c421fffff,Bishop Estates NW 2,,58.2,4.66,846.0,routed
882830c423fffff,Willow Pass Mobile Home Park NE 3,,63.4,5.07,416.0,routed
882830c425fffff,Bishop Estates N,,60.9,4.87,940.0,routed
882830c427fffff,Bishop Estates N 3,,49.4,3.95,941.0,routed
882830c429fffff,Bishop Estates W 2,,24.9,1.99,8271.0,routed
882830c42bfffff,Willow Pass Mobile Home Park E,,6.0,0.48,11099.0,routed
882830c42dfffff,Bishop Estates NW,,43.0,3.44,1153.0,routed
882830c431fffff,Willow Pass Mobile Home Park N,,23.1,1.85,0.0,routed
882830c433fffff,Sun Terrace E,,36.1,2.89,988.0,routed
882830c435fffff,Willow Pass Mobile Home Park NE 2,,39.6,3.17,1158.0,routed
882830c437fffff,Sun Terrace E 2,,37.3,2.99,0.0,routed
882830c439fffff,Willow Pass Mobile Home Park,,7.2,0.57,3894.0,routed
882830c43bfffff,Sun Terrace SE,,11.4,0.92,8055.0,routed
882830c43dfffff,Willow Pass Mobile Home Park NE,,15.9,1.27,8633.0,routed
882830c441fffff,Ygnacio Hills,,29.7,2.38,5372.0,routed
882830c443fffff,Concord Mobile Home Park E,,26.2,2.09,4539.0,routed
882830c445fffff,Rose,,32.8,2.62,10650.0,routed
882830c447fffff,Canterbury Village W,,35.6,2.85,9881.0,routed
882830c449fffff,Ygnacio Wood,,27.1,2.17,9120.0,routed
882830c44bfffff,The Palms,,22.6,1.81,10524.0,routed
882830c44dfffff,Limeridge,,43.4,3.48,1054.0,routed
882830c451fffff,Diablo Mobile Lodge,,22.1,1.77,6374.0,routed
882830c453fffff,Castilian,,29.1,2.33,8828.0,routed
882830c455fffff,Town & Country Mobile Home Park,,38.5,3.08,9251.0,routed
882830c457fffff,Palm Terrace Appartments,,17.0,1.36,8447.0,routed
882830c459fffff,Fruitbowl,,29.7,2.38,9941.0,routed
882830c45bfffff,CityPlace Apartments,,22.9,1.83,9870.0,routed
882830c45dfffff,Concord Mobile Home Park,,33.3,2.66,5288.0,routed
882830c461fffff,Turtle Creek NE,,13.3,1.06,6718.0,routed
882830c463fffff,Clayton-West Apartments,,28.3,2.26,10041.0,routed
882830c465fffff,Bishop Estates S,,14.4,1.15,10492.0,routed
882830c467fffff,Bishop Estates W,,30.5,2.44,11657.0,routed
882830c469fffff,Turtle Creek,,24.6,1.96,10404.0,routed
882830c46bfffff,Canterbury Village,,26.2,2.09,11525.0,routed
882830c46dfffff,Turtle Creek E,,6.8,0.54,6551.0,routed
882830c481fffff,Dalis Gardens NW 2,,45.7,3.65,908.0,routed
882830c483fffff,Vine Hill NE 3,,57.3,4.58,358.0,routed
882830c485fffff,Dalis Gardens N,,47.4,3.79,0.0,routed
882830c487fffff,Dalis Gardens NW 3,,66.2,5.3,1813.0,routed
882830c489fffff,Dalis Gardens W,,37.2,2.98,493.0,routed
882830c48bfffff,Vine Hill E 2,,45.6,3.65,528.0,routed
882830c48dfffff,Dalis Gardens NW,,47.9,3.83,953.0,routed
882830c491fffff,Waterbird Regional Preserve,,65.6,5.25,1774.0,routed
882830c493fffff,Vine Hill N 2,,54.1,4.33,1717.0,routed
882830c495fffff,Vine Hill NE 2,,73.9,5.91,0.0,routed
882830c497fffff,Vine Hill N 3,,68.4,5.47,959.0,routed
882830c499fffff,Vine Hill N,,54.6,4.37,7379.0,routed
882830c49bfffff,Vine Hill NW,,41.4,3.31,1170.0,routed
882830c49dfffff,Vine Hill NE,,70.4,5.63,1355.0,routed
882830c4a1fffff,Clyde W,,58.4,4.67,234.0,routed
882830c4a3fffff,Clyde NW 2,,88.1,7.05,379.0,routed
882830c4a5fffff,Clyde,,71.8,5.74,5230.0,routed
882830c4a7fffff,Clyde NW,,114.5,9.16,2090.0,routed
882830c4a9fffff,Clyde SW,,58.3,4.66,0.0,routed
882830c4abfffff,Clyde W 2,,55.3,4.43,847.0,routed
882830c4adfffff,Clyde S,,52.8,4.22,4753.0,routed
882830c4b1fffff,Clyde W 4,,86.4,6.91,959.0,routed
882830c4b3fffff,Vine Hill NE 6,,84.3,6.74,215.0,routed
882830c4b5fffff,Clyde NW 4,,158.5,12.68,972.0,routed
882830c4b7fffff,Clyde NW 6,,166.9,13.35,0.0,routed
882830c4b9fffff,Vine Hill NE 4,,67.0,5.36,870.0,routed
882830c4bbfffff,Vine Hill NE 5,,74.4,5.96,2194.0,routed
882830c4bdfffff,Clyde W 3,,61.9,4.95,0.0,routed
882830c4c1fffff,Pacheco NE,,18.3,1.46,7702.0,routed
882830c4c3fffff,Pacheco N,,30.1,2.41,2834.0,routed
882830c4c5fffff,Terraza Del Sol,,17.5,1.4,4772.0,routed
882830c4c7fffff,Terraza Del Sol W,,27.9,2.23,3047.0,routed
882830c4c9fffff,Camelback NE,,9.1,0.73,5751.0,routed
882830c4cbfffff,Pacheco,,6.4,0.51,9258.0,routed
882830c4cdfffff,Benton Arms Apartments W,,23.3,1.86,1932.0,routed
882830c4d1fffff,Vine Hill S,,20.8,1.66,6244.0,routed
882830c4d3fffff,Vine Hill,,42.7,3.41,3710.0,routed
882830c4d5fffff,Vine Hill SE,,29.9,2.39,4955.0,routed
882830c4d7fffff,Vine Hill E,,54.4,4.35,1460.0,routed
882830c4d9fffff,Traditions at the Meadow NE,,11.2,0.9,7530.0,routed
882830c4dbfffff,Traditions at the Meadow N,,25.7,2.06,9398.0,routed
882830c4ddfffff,Pacheco NW,,16.6,1.32,7091.0,routed
882830c4e1fffff,Northwood,,28.1,2.25,6447.0,routed
882830c4e3fffff,Northwood NW,,34.1,2.73,2016.0,routed
882830c4e5fffff,Sun Terrace NE,,37.8,3.02,6503.0,routed
882830c4e7fffff,Sun Terrace N,,40.9,3.28,3849.0,routed
882830c4e9fffff,Adobe Mobile Lodge,,9.1,0.73,9283.0,routed
882830c4ebfffff,Dalis Gardens,,18.9,1.51,8483.0,routed
882830c4edfffff,Sun Terrace,,25.0,2.0,9337.0,routed
882830c501fffff,Oak Hills SE 3,,97.1,7.77,0.0,routed
882830c503fffff,Oak Hills S 2,,76.4,6.11,920.0,routed
882830c505fffff,Woodland Hills Apartment Homes SW 5,,95.8,7.66,0.0,routed
882830c507fffff,Oak Hills SE 2,,101.6,8.13,0.0,routed
882830c509fffff,Canyon Creek N,,79.5,6.36,0.0,routed
882830c50bfffff,Oak Hills S 4,,66.4,5.32,927.0,routed
882830c50dfffff,Canyon Creek NE 3,,89.2,7.14,0.0,routed
882830c511fffff,Oak Hills SW,,100.9,8.07,0.0,routed
882830c513fffff,Vista Del Mar SW,,90.6,7.25,1223.0,routed
882830c515fffff,Oak Hills S,,81.9,6.55,263.0,routed
882830c517fffff,Vista Del Mar S,,105.1,8.41,4522.0,routed
882830c519fffff,Bishop Estates N 2,,77.2,6.17,0.0,routed
882830c51bfffff,Vista Del Mar SW 2,,68.1,5.45,0.0,routed
882830c51dfffff,Oak Hills S 3,,93.1,7.45,0.0,routed
882830c521fffff,Woodland Hills Apartment Homes W,,32.8,2.63,0.0,routed
882830c523fffff,Woodland Hills Apartment Homes W 2,,54.6,4.37,759.0,routed
882830c525fffff,Woodland Hills Apartment Homes,,23.4,1.87,7688.0,routed
882830c527fffff,Woodland Hills Apartment Homes NW,,46.9,3.75,1098.0,routed
882830c529fffff,Woodland Hills Apartment Homes SW 2,,84.3,6.74,0.0,routed
882830c52bfffff,Woodland Hills Apartment Homes W 3,,70.3,5.63,0.0,routed
882830c52dfffff,Woodland Hills Apartment Homes SW,,16.9,1.35,2816.0,routed
882830c531fffff,Lawlor Estates,,71.4,5.71,3281.0,routed
882830c533fffff,Oak Hills N,,76.0,6.08,7769.0,routed
882830c535fffff,Emerald Cove Mobile Home Park S,,57.2,4.57,7924.0,routed
882830c537fffff,Emerald Cove Mobile Home Park,,54.5,4.36,6936.0,routed
882830c539fffff,Oak Hills SE,,93.0,7.44,1105.0,routed
882830c53bfffff,Oak Hills,,86.3,6.91,6809.0,routed
882830c53dfffff,Oak Hills E,,98.8,7.9,210.0,routed
882830c541fffff,Canyon Creek,,54.9,4.39,1259.0,routed
882830c543fffff,Canyon Creek NW,,75.0,6.0,0.0,routed
882830c545fffff,Canyon Creek E,,57.9,4.63,539.0,routed
882830c547fffff,Canyon Creek NE,,74.3,5.95,0.0,routed
882830c549fffff,Canyon Creek S,,36.2,2.9,3930.0,routed
882830c54bfffff,Canyon Creek W,,51.9,4.15,2852.0,routed
882830c54dfffff,Canyon Creek SE,,60.3,4.83,671.0,routed
882830c551fffff,Bishop Estates E,,40.0,3.2,1784.0,routed
882830c553fffff,Bishop Estates NE,,54.0,4.32,1039.0,routed
882830c555fffff,Canyon Creek NW 2,,58.0,4.64,618.0,routed
882830c557fffff,Bishop Estates NE 2,,64.8,5.18,64.0,routed
882830c559fffff,Ayers Ranch,,33.2,2.66,7745.0,routed
882830c55bfffff,Bishop Estates,,32.7,2.61,6881.0,routed
882830c55dfffff,Ayers Ranch E,,60.2,4.82,200.0,routed
882830c561fffff,Woodland Hills Apartment Homes SW 6,,87.1,6.97,0.0,routed
882830c563fffff,Woodland Hills Apartment Homes SW 4,,79.4,6.36,0.0,routed
882830c565fffff,Woodland Hills Apartment Homes S 2,,20.7,1.66,880.0,routed
882830c567fffff,Woodland Hills Apartment Homes SW 3,,93.6,7.49,0.0,routed
882830c569fffff,Canyon Creek E 3,,54.0,4.32,0.0,routed
882830c56bfffff,Canyon Creek NE 2,,57.7,4.62,0.0,routed
882830c56dfffff,Woodland Hills Apartment Homes S 3,,35.5,2.84,0.0,routed
882830c581fffff,California Skyline W,,95.1,7.6,951.0,routed
882830c583fffff,California Skyline W 2,,117.3,9.38,0.0,routed
882830c585fffff,California Skyline,,88.4,7.07,7189.0,routed
882830c587fffff,California Skyline NW,,96.3,7.7,1823.0,routed
882830c589fffff,California Skyline SW,,66.9,5.35,2644.0,routed
882830c58bfffff,California Skyline W 3,,77.4,6.19,71.0,routed
882830c58dfffff,California Skyline S,,73.4,5.87,3182.0,routed
882830c591fffff,Clyde NE 2,,106.5,8.52,1123.0,routed
882830c593fffff,Clyde N 3,,114.8,9.18,4130.0,routed
882830c595fffff,California Skyline NW 2,,123.2,9.86,1721.0,routed
882830c597fffff,Clyde NE 4,,122.7,9.81,500.0,routed
882830c599fffff,Clyde NE,,88.0,7.04,436.0,routed
882830c59bfffff,Clyde N,,102.7,8.22,194.0,routed
882830c59dfffff,Clyde NE 3,,90.2,7.21,0.0,routed
882830c5a1fffff,Shore Acres NE,,104.6,8.36,919.0,routed
882830c5a3fffff,Shore Acres N,,118.7,9.5,0.0,routed
882830c5a5fffff,Shore Acres NE 2,,108.6,8.69,0.0,routed
882830c5a7fffff,Shore Acres NE 3,,113.1,9.04,0.0,routed
882830c5a9fffff,Shore Acres,,99.3,7.95,8395.0,routed
882830c5abfffff,Shore Acres NW,,99.3,7.94,6069.0,routed
882830c5adfffff,Anchor Square Apartments,,99.9,7.99,3122.0,routed
882830c5b1fffff,Shore Acres NW 4,,122.2,9.77,0.0,routed
882830c5b3fffff,Shore Acres NW 7,,148.5,11.88,10.0,routed
882830c5b5fffff,Shore Acres NW 3,,124.9,9.99,0.0,routed
882830c5b7fffff,Shore Acres NW 5,,130.8,10.47,0.0,routed
882830c5b9fffff,Shore Acres W,,108.6,8.69,1462.0,routed
882830c5bbfffff,Shore Acres NW 6,,143.8,11.5,1279.0,routed
882830c5bdfffff,Shore Acres NW 2,,116.5,9.32,261.0,routed
882830c5c1fffff,Positano at San Marco SW,,55.5,4.44,0.0,routed
882830c5c3fffff,Positano at San Marco W 2,,52.3,4.18,3081.0,routed
882830c5c5fffff,Positano at San Marco S,,86.4,6.91,286.0,routed
882830c5c7fffff,Positano at San Marco W,,63.2,5.05,1278.0,routed
882830c5c9fffff,Positano at San Marco SW 3,,57.4,4.59,940.0,routed
882830c5cbfffff,Positano at San Marco SW 2,,36.5,2.92,2363.0,routed
882830c5cdfffff,Positano at San Marco S 2,,60.3,4.83,0.0,routed
882830c5d1fffff,Sun Terrace NE 4,,59.1,4.72,3858.0,routed
882830c5d3fffff,Clyde SE,,68.4,5.47,2280.0,routed
882830c5d5fffff,California Skyline SW 2,,72.7,5.81,1731.0,routed
882830c5d7fffff,Clyde E,,81.2,6.49,1136.0,routed
882830c5d9fffff,Sun Terrace NE 2,,48.1,3.85,147.0,routed
882830c5dbfffff,Sun Terrace NE 3,,49.1,3.93,3057.0,routed
882830c5ddfffff,Sun Terrace NE 5,,47.3,3.78,1699.0,routed
882830c5e1fffff,Toscana,,95.9,7.67,9388.0,routed
882830c5e3fffff,San Marco Villas,,88.5,7.08,6025.0,routed
882830c5e5fffff,Elaine Null Court,,80.1,6.41,8329.0,routed
882830c5e7fffff,Willow View Apartments,,84.6,6.77,11266.0,routed
882830c5e9fffff,Vista Del Mar W,,109.0,8.72,10430.0,routed
882830c5ebfffff,Positano at San Marco,,110.1,8.81,8986.0,routed
882830c5edfffff,Vista Del Mar,,89.8,7.18,9902.0,routed
882830c601fffff,Shell Ridge N,,18.2,1.45,9899.0,routed
882830c603fffff,Bancroft Village,,11.1,0.89,6966.0,routed
882830c605fffff,Bancroft Village SE,,22.7,1.81,10198.0,routed
882830c607fffff,Bancroft Village E,,15.6,1.25,7349.0,routed
882830c609fffff,Shell Ridge,,27.8,2.22,6440.0,routed
882830c60bfffff,Heather Farms,,13.7,1.1,5937.0,routed
882830c60dfffff,Shell Ridge E,,31.4,2.51,7640.0,routed
882830c611fffff,Oak Road Station,,14.3,1.15,8328.0,routed
882830c613fffff,Walnut Creek Apartments,,8.5,0.68,10757.0,routed
882830c615fffff,Bancroft Village NW,,26.1,2.09,9154.0,routed
882830c617fffff,Centerre Place,,19.7,1.57,10331.0,routed
882830c619fffff,Oak Road Station S,,24.2,1.94,8674.0,routed
882830c61bfffff,Walnut Creek Apartments SW,,14.9,1.19,9658.0,routed
882830c61dfffff,Heather Farms NW,,10.9,0.87,6737.0,routed
882830c621fffff,Kelly Glen Estates SE,,11.6,0.93,6870.0,routed
882830c623fffff,Kelly Glen Estates,,12.9,1.04,9217.0,routed
882830c625fffff,Ygnacio Hills SE 2,,31.7,2.54,0.0,routed
882830c627fffff,Ygnacio Hills SE,,45.2,3.62,3659.0,routed
882830c629fffff,North Gate NW 2,,12.8,1.03,10474.0,routed
882830c62bfffff,Peppertree S,,13.4,1.08,6351.0,routed
882830c62dfffff,North Gate N 2,,18.0,1.44,4134.0,routed
882830c631fffff,Peppertree W,,33.0,2.64,9691.0,routed
882830c633fffff,Fruitbowl S,,25.5,2.04,9333.0,routed
882830c635fffff,Palm Lake,,21.4,1.71,8799.0,routed
882830c637fffff,Fruitbowl SE,,32.3,2.58,9970.0,routed
882830c639fffff,Bancroft Village NE,,38.8,3.11,8805.0,routed
882830c63bfffff,Avalon Walnut Ridge,,30.3,2.43,10061.0,routed
882830c63dfffff,Peppertree,,6.0,0.48,3565.0,routed
882830c641fffff,Walnut Heights,,44.1,3.53,5278.0,routed
882830c643fffff,Walnut Heights NW,,33.5,2.68,4473.0,routed
882830c645fffff,Walnut Heights E,,47.3,3.78,0.0,routed
882830c647fffff,Shell Ridge SE,,39.4,3.15,700.0,routed
882830c649fffff,San Miguel,,42.3,3.38,7556.0,routed
882830c64bfffff,Walnut Heights W,,38.1,3.05,7524.0,routed
882830c64dfffff,Walnut Heights SE,,55.0,4.4,5921.0,routed
882830c651fffff,Walnut Creek,,8.2,0.66,9419.0,routed
882830c653fffff,The Waymark,,12.2,0.97,9260.0,routed
882830c655fffff,Shell Ridge W,,25.2,2.02,9289.0,routed
882830c657fffff,Heather Farms SW,,17.7,1.42,5236.0,routed
882830c659fffff,Walnut Creek S,,14.1,1.12,10207.0,routed
882830c65bfffff,Walnut Creek SW,,7.5,0.6,9665.0,routed
882830c65dfffff,Walnut Heights W 2,,23.7,1.89,7654.0,routed
882830c661fffff,North Gate W,,28.7,2.3,4099.0,routed
882830c663fffff,North Gate W 2,,26.3,2.11,8402.0,routed
882830c665fffff,North Gate,,34.1,2.73,3080.0,routed
882830c667fffff,North Gate NW,,22.2,1.77,9279.0,routed
882830c669fffff,North Gate SW,,35.8,2.86,0.0,routed
882830c66bfffff,Shell Ridge E 2,,47.0,3.76,1504.0,routed
882830c66dfffff,North Gate S,,42.0,3.36,1709.0,routed
882830c681fffff,Hillcrest SW,,15.6,1.25,9001.0,routed
882830c683fffff,Virginia Hills NE,,8.4,0.68,8408.0,routed
882830c685fffff,Hillcrest,,16.5,1.32,8435.0,routed
882830c687fffff,Valhalla,,21.4,1.71,8118.0,routed
882830c689fffff,Rodgers Smith Park,,23.4,1.87,9059.0,routed
882830c68bfffff,Shannon Hills,,11.6,0.93,8424.0,routed
882830c68dfffff,Gregory Gardens SW,,18.4,1.47,9862.0,routed
882830c691fffff,Virginia Hills NW,,32.3,2.58,2371.0,routed
882830c693fffff,Alhambra Valley E,,45.5,3.64,228.0,routed
882830c695fffff,Ridgeview,,16.7,1.34,6180.0,routed
882830c697fffff,Valley High W,,34.1,2.73,7251.0,routed
882830c699fffff,Virginia Hills W,,30.2,2.41,4740.0,routed
882830c69bfffff,Alhambra Valley SE,,36.6,2.93,3176.0,routed
882830c69dfffff,Virginia Hills,,14.7,1.18,8936.0,routed
882830c6a1fffff,College Park,,23.1,1.85,5539.0,routed
882830c6a3fffff,Briarwood Apartments,,19.1,1.53,8665.0,routed
882830c6a5fffff,Palm Terrace Appartments W,,12.8,1.03,5618.0,routed
882830c6a7fffff,Briarwood Apartments NE,,22.9,1.83,7985.0,routed
882830c6a9fffff,The Gate Apartments,,13.0,1.04,11286.0,routed
882830c6abfffff,College Park W,,9.5,0.76,3995.0,routed
882830c6adfffff,Ellinwood,,23.9,1.91,5692.0,routed
882830c6b1fffff,Diablo Valley Estates,,26.6,2.13,6694.0,routed
882830c6b3fffff,Hidden Valley Park,,18.6,1.49,7844.0,routed
882830c6b5fffff,Camelback,,17.9,1.43,11702.0,routed
882830c6b7fffff,Pacheco W,,18.4,1.47,10119.0,routed
882830c6b9fffff,Ridgeview E,,19.3,1.54,7681.0,routed
882830c6bbfffff,Valley High,,32.5,2.6,8594.0,routed
882830c6bdfffff,Valhalla N,,25.0,2.0,6095.0,routed
882830c6c1fffff,Hillsdale SE,,18.5,1.48,8908.0,routed
882830c6c3fffff,Hillsdale,,64.0,5.12,5024.0,routed
882830c6c5fffff,Oak Park NE,,8.1,0.65,9480.0,routed
882830c6c7fffff,Poet's Corner,,25.6,2.04,8620.0,routed
882830c6c9fffff,Hillsdale S,,25.4,2.03,9253.0,routed
882830c6cbfffff,Reliez Valley S,,34.6,2.77,6020.0,routed
882830c6cdfffff,Oak Park,,12.8,1.02,9402.0,routed
882830c6d1fffff,Grayson Woods SW,,56.0,4.48,3008.0,routed
882830c6d3fffff,Grayson Woods W,,61.5,4.92,1167.0,routed
882830c6d5fffff,Woodside Meadows,,38.9,3.11,4639.0,routed
882830c6d7fffff,Grayson Woods,,30.4,2.43,4397.0,routed
882830c6d9fffff,Reliez Valley W,,66.6,5.32,2528.0,routed
882830c6dbfffff,Reliez Valley W 2,,76.1,6.08,0.0,routed
882830c6ddfffff,Reliez Valley,,43.3,3.46,6730.0,routed
882830c6e1fffff,Sherman Acres,,14.8,1.19,11508.0,routed
882830c6e3fffff,Gregory Gardens,,19.2,1.53,11190.0,routed
882830c6e5fffff,The Trees Mobile Home Park,,9.9,0.79,9565.0,routed
882830c6e7fffff,West Sherman Acres,,25.9,2.07,9004.0,routed
882830c6e9fffff,Walnut Creek Manor,,14.2,1.13,8516.0,routed
882830c6ebfffff,Poet's Corner NE,,17.5,1.4,8201.0,routed
882830c6edfffff,Fair Oaks,,31.9,2.55,9221.0,routed
882830c701fffff,Roundtree S,,36.8,2.94,474.0,routed
882830c703fffff,Roundtree SW 2,,23.9,1.91,4637.0,routed
882830c705fffff,Clayton SW,,27.8,2.22,1150.0,routed
882830c707fffff,Roundtree SE,,26.0,2.08,9403.0,routed
882830c709fffff,Roundtree S 3,,57.5,4.6,0.0,routed
882830c70bfffff,Roundtree S 2,,36.0,2.88,3476.0,routed
882830c70dfffff,Clayton SW 2,,46.6,3.73,0.0,routed
882830c711fffff,Limeridge SE,,20.3,1.62,1064.0,routed
882830c713fffff,Limeridge E,,22.8,1.82,6518.0,routed
882830c715fffff,Roundtree SW,,17.2,1.38,2896.0,routed
882830c717fffff,Limeridge E 2,,16.6,1.33,9029.0,routed
882830c719fffff,Limeridge SE 2,,46.1,3.69,0.0,routed
882830c71bfffff,Limeridge S,,37.0,2.96,0.0,routed
882830c71dfffff,Roundtree SW 3,,36.4,2.91,3991.0,routed
882830c721fffff,Clayton,,10.6,0.85,10803.0,routed
882830c723fffff,Clayton NW,,14.8,1.18,8657.0,routed
882830c725fffff,Clayton NE,,46.5,3.72,1280.0,routed
882830c727fffff,Clayton N,,25.9,2.07,4642.0,routed
882830c729fffff,Clayton S,,16.0,1.28,8311.0,routed
882830c72bfffff,Clayton W,,15.2,1.22,10890.0,routed
882830c72dfffff,Clayton SE,,11.1,0.89,9415.0,routed
882830c731fffff,Roundtree N,,17.2,1.37,7481.0,routed
882830c733fffff,Ayers Ranch S,,18.5,1.48,9272.0,routed
882830c735fffff,Roundtree NE,,30.1,2.4,6924.0,routed
882830c737fffff,Ayers Ranch SE,,38.3,3.06,8585.0,routed
882830c739fffff,Roundtree,,15.1,1.21,9308.0,routed
882830c73bfffff,Roundtree W,,16.6,1.33,9032.0,routed
882830c73dfffff,Roundtree E,,26.2,2.09,11799.0,routed
882830c741fffff,North Gate E 8,,77.5,6.2,0.0,routed
882830c743fffff,North Gate E 6,,65.7,5.26,0.0,routed
882830c745fffff,Clayton S 8,,56.4,4.51,0.0,routed
882830c747fffff,Clayton SW 3,,86.8,6.95,0.0,routed
882830c749fffff,North Gate E 7,,85.7,6.86,0.0,routed
882830c74bfffff,North Gate E 5,,74.9,5.99,0.0,routed
882830c74dfffff,North Gate E 10,,68.8,5.5,0.0,routed
882830c751fffff,North Gate NE,,43.8,3.51,604.0,routed
882830c753fffff,North Gate N 3,,31.0,2.48,205.0,routed
882830c755fffff,North Gate NE 2,,50.6,4.05,0.0,routed
882830c757fffff,Limeridge SE 3,,43.9,3.51,310.0,routed
882830c759fffff,North Gate E,,45.4,3.63,0.0,routed
