h3,pop,pct65,income,ac_est
8828308a3dfffff,80.0,12.19,250000.2793441989,92.04
8828308a61fffff,40.0,30.16,176318.0,80.61
8828308a63fffff,86.0,30.16,176318.0,80.61
8828308a65fffff,103.0,30.16,176318.0,80.61
8828308a67fffff,143.0,30.16,176318.0,80.61
8828308aa1fffff,25.0,21.29,223207.0,85.77
8828308aa3fffff,81.0,21.29,223207.0,85.77
8828308aa5fffff,124.0,21.29,223207.0,85.77
8828308aa7fffff,124.0,21.29,223207.0,85.77
8828308aadfffff,42.0,21.29,223207.00000000003,85.93
8828308ab1fffff,16.0,21.29,223207.0,85.77
8828308ab3fffff,0.0,0.0,,66.44
8828308ab5fffff,120.0,21.31,222860.83964661238,85.53
8828308ab7fffff,26.0,22.97,189680.98898896202,82.39
8828308abdfffff,19.0,21.29,223207.0,85.77
8828308ae5fffff,40.0,16.19,235759.29851147416,88.69
8828308ae7fffff,13.0,21.29,223207.0,85.77
8828308b01fffff,582.0,20.85,248352.57681862297,90.88
8828308b03fffff,630.0,25.21,199896.0,83.22
8828308b05fffff,315.0,14.38,248711.84045949404,91.04
8828308b07fffff,315.0,21.24,230660.3456752608,87.61
8828308b09fffff,417.0,21.65,223044.20755908734,85.58
8828308b0bfffff,424.0,24.93,176318.0,80.61
8828308b0dfffff,482.0,12.09,247423.70841352476,90.51
8828308b11fffff,466.0,28.28,214570.94855462448,84.58
8828308b13fffff,358.0,23.79,237133.78814120826,88.89
8828308b15fffff,480.0,27.49,199896.0,83.22
8828308b17fffff,531.0,23.82,184875.38263797775,81.84
8828308b19fffff,144.0,29.71,178189.0316767086,81.0
8828308b1bfffff,208.0,16.73,236508.28066353896,88.81
8828308b1dfffff,437.0,26.13,194970.54244208327,82.85
8828308b21fffff,259.0,18.74,250001.0,93.51
8828308b23fffff,333.0,21.02,250001.0,93.51
8828308b25fffff,378.0,26.11,250000.99999999997,92.32
8828308b27fffff,446.0,27.4,250001.00000000003,94.72
8828308b29fffff,267.0,15.53,249352.8831246295,91.46
8828308b2bfffff,232.0,16.69,250001.0,93.51
8828308b2dfffff,232.0,16.69,250001.0,93.51
8828308b31fffff,650.0,22.98,174968.5253370958,80.31
8828308b33fffff,602.0,33.89,204716.76778577594,83.41
8828308b35fffff,359.0,21.74,250000.99999999997,92.32
8828308b37fffff,465.0,29.09,222710.65318663145,85.49
8828308b39fffff,716.0,14.87,147863.89613580532,62.15
8828308b3bfffff,831.0,11.37,133465.3412128971,58.1
8828308b3dfffff,297.0,14.97,215142.40210918713,84.65
8828308b41fffff,237.0,19.87,250001.0,93.51
8828308b43fffff,223.0,23.22,226993.3252133129,87.08
8828308b45fffff,343.0,18.56,247782.27806370688,90.6
8828308b47fffff,583.0,17.91,247509.75591017972,90.53
8828308b49fffff,223.0,19.4,250001.0,93.51
8828308b4bfffff,223.0,19.4,250001.0,93.51
8828308b4dfffff,204.0,19.25,249772.5558307238,91.79
8828308b51fffff,143.0,30.16,176318.0,80.61
8828308b53fffff,143.0,30.16,176318.0,80.61
8828308b55fffff,143.0,30.16,176318.0,80.61
8828308b57fffff,143.0,30.16,176318.0,80.61
8828308b59fffff,125.0,30.16,176318.0,80.61
8828308b5bfffff,143.0,30.16,176318.0,80.61
8828308b5dfffff,182.0,23.74,220307.6221055636,85.11
8828308b61fffff,181.0,14.41,247917.66380667282,90.66
8828308b63fffff,391.0,12.74,247732.03162377156,90.58
8828308b65fffff,133.0,17.9,249774.46791706933,91.81
8828308b67fffff,369.0,13.43,248177.81429699526,90.75
8828308b69fffff,50.0,24.21,250001.0,93.51
8828308b6bfffff,89.0,18.23,248729.29758300862,91.06
8828308b6dfffff,50.0,24.21,250001.0,93.51
8828308c01fffff,4359.0,11.75,84205.8359300344,38.76
8828308c03fffff,1334.0,8.28,66261.9920772596,36.06
8828308c05fffff,3611.0,9.46,97857.17307994484,44.12
8828308c07fffff,5595.0,7.83,84248.15468470867,38.78
8828308c09fffff,4601.0,12.72,70609.3687005315,36.55
8828308c0bfffff,2315.0,7.68,71760.15341037171,36.59
8828308c0dfffff,4968.0,9.06,74562.93715422631,36.77
8828308c11fffff,1105.0,11.36,80885.61349724728,38.16
8828308c13fffff,267.0,10.33,75260.0,37.27
8828308c15fffff,1689.0,10.06,79060.04855576472,37.94
8828308c17fffff,266.0,10.35,75258.2665320237,37.21
8828308c19fffff,101.0,29.78,121250.0,52.28
8828308c1bfffff,154.0,19.09,95973.12035210751,43.65
8828308c1dfffff,506.0,7.18,79369.19715747249,38.01
8828308c21fffff,1794.0,27.07,88639.55211510554,40.0
8828308c23fffff,3160.0,8.61,86216.90695614406,39.49
8828308c25fffff,862.0,16.08,91786.97526296071,40.44
8828308c27fffff,2647.0,11.62,120215.13334760572,51.84
8828308c29fffff,3237.0,9.81,68237.19399221402,36.35
8828308c2bfffff,3509.0,17.14,88442.29641027932,39.96
8828308c2dfffff,2225.0,14.52,107297.16116074483,47.04
8828308c31fffff,2565.0,9.54,89901.14791100494,40.15
8828308c33fffff,139.0,14.23,74805.0,36.94
8828308c35fffff,3722.0,10.05,101947.67571126502,45.86
8828308c37fffff,2459.0,9.11,89944.93292129517,40.18
8828308c39fffff,2068.0,7.6,65366.13073551469,36.04
8828308c3bfffff,238.0,10.84,75200.84974421006,37.15
8828308c3dfffff,4110.0,12.95,77172.52507096918,37.54
8828308c41fffff,1919.0,12.72,95794.2228528157,43.63
8828308c43fffff,3482.0,10.06,60386.536767224,35.6
8828308c45fffff,3597.0,5.7,74220.68392971034,36.7
8828308c47fffff,3955.0,9.35,74730.36167131129,36.79
8828308c49fffff,924.0,19.83,106862.49284015605,46.88
8828308c4bfffff,664.0,19.64,107414.99161819031,47.06
8828308c4dfffff,873.0,18.7,94731.25540693145,43.47
8828308c51fffff,578.0,18.7,121448.65698704503,52.54
8828308c53fffff,101.0,29.78,121250.0,52.28
8828308c55fffff,5008.0,10.92,65174.0355377445,36.02
8828308c57fffff,102.0,29.68,121081.82895824987,52.01
8828308c59fffff,315.0,27.47,147389.06148874993,61.97
8828308c5bfffff,101.0,29.78,121250.0,52.28
8828308c5dfffff,1177.0,11.2,64361.327377107526,35.95
8828308c61fffff,3301.0,14.54,105612.53029641313,46.68
8828308c63fffff,4924.0,10.23,98584.32422113635,44.54
8828308c65fffff,2057.0,25.41,152677.25415704455,63.67
8828308c67fffff,3191.0,18.83,123257.53629398572,54.16
8828308c69fffff,2749.0,14.57,87319.64453298655,39.6
8828308c6bfffff,3297.0,14.7,93851.80447964539,43.38
8828308c6dfffff,2333.0,14.44,142816.50031668588,61.02
8828308c81fffff,0.0,0.0,,66.44
8828308c83fffff,0.0,0.0,,66.44
8828308c85fffff,0.0,0.0,,66.44
8828308c87fffff,0.0,0.0,,66.44
8828308c89fffff,0.0,0.0,,66.44
8828308c8bfffff,0.0,0.0,,66.44
8828308c8dfffff,0.0,0.0,,66.44
8828308c95fffff,0.0,0.0,,66.44
8828308c9dfffff,0.0,0.0,,66.44
8828308ca1fffff,0.0,0.0,,66.44
8828308ca3fffff,0.0,0.0,,66.44
8828308ca5fffff,12.0,14.23,74805.0,36.94
8828308ca7fffff,0.0,0.0,,66.44
8828308ca9fffff,0.0,0.0,,66.44
8828308cabfffff,0.0,0.0,,66.44
8828308cadfffff,0.0,0.0,,66.44
8828308cb1fffff,0.0,0.0,,66.44
8828308cb5fffff,0.0,0.0,,66.44
8828308cb7fffff,0.0,0.0,,66.44
8828308cb9fffff,0.0,0.0,,66.44
8828308cbbfffff,0.0,0.0,,66.44
8828308cbdfffff,0.0,0.0,,66.44
8828308cc1fffff,19.0,10.33,75260.0,37.27
8828308cc3fffff,0.0,0.0,,66.44
8828308cc5fffff,217.0,10.33,75260.0,37.27
8828308cc7fffff,0.0,10.33,75260.0,37.27
8828308cc9fffff,61.0,29.78,121250.0,52.28
8828308ccbfffff,63.0,29.78,121250.0,52.28
8828308ccdfffff,101.0,16.73,90391.31547360451,40.27
8828308cd5fffff,0.0,0.0,,66.44
8828308cd7fffff,0.0,0.0,,66.44
8828308cddfffff,8.0,29.78,121250.0,52.28
8828308ce1fffff,0.0,0.0,,66.44
8828308ce3fffff,0.0,0.0,,66.44
8828308ce5fffff,20.0,14.23,74805.0,36.94
8828308ce7fffff,0.0,0.0,,66.44
8828308ce9fffff,186.0,10.55,75233.99156310028,37.19
8828308cebfffff,0.0,0.0,,66.44
8828308cedfffff,124.0,14.18,74810.25873565281,37.08
8828308d01fffff,1019.0,22.17,154902.3291956261,64.27
8828308d03fffff,1349.0,15.51,123637.90089266686,54.31
8828308d05fffff,621.0,29.45,153585.11667649046,63.89
8828308d07fffff,732.0,23.58,135744.07394787617,58.58
8828308d09fffff,228.0,18.34,109194.21549007406,47.77
8828308d0bfffff,363.0,15.42,120109.28032763716,51.79
8828308d0dfffff,1332.0,28.22,188695.3970494588,82.35
8828308d11fffff,1729.0,21.29,114157.2897890217,49.12
8828308d13fffff,1674.0,28.09,92067.45745702369,40.46
8828308d15fffff,2346.0,18.72,111923.91189883585,48.52
8828308d17fffff,1706.0,29.1,100593.38432647614,44.73
8828308d19fffff,672.0,17.7,106818.10601407921,46.86
8828308d1bfffff,1384.0,19.36,119492.62520785979,51.39
8828308d1dfffff,2137.0,13.42,97299.92087757349,43.94
8828308d21fffff,368.0,26.84,148163.36918765667,62.28
8828308d23fffff,628.0,25.53,126992.74090223774,55.4
8828308d25fffff,257.0,36.99,131617.19998949635,57.57
8828308d27fffff,256.0,37.07,131484.0,57.54
8828308d29fffff,434.0,24.52,152909.15859789855,63.74
8828308d2bfffff,583.0,26.59,148459.48563851215,62.5
8828308d2dfffff,403.0,24.83,151432.33580574938,63.41
8828308d31fffff,1098.0,21.62,126836.47951836132,55.35
8828308d33fffff,732.0,28.29,101079.18090579862,44.82
8828308d35fffff,1003.0,23.53,125796.1947170988,54.96
8828308d37fffff,1332.0,21.28,144168.86033983738,61.31
8828308d39fffff,863.0,22.67,116721.99679764573,49.73
8828308d3bfffff,848.0,21.68,111927.27909098158,48.54
8828308d3dfffff,739.0,19.99,125680.43033593823,54.93
8828308d41fffff,224.0,18.41,109015.53703412182,47.74
8828308d43fffff,169.0,23.37,126147.1292544395,55.09
8828308d45fffff,188.0,18.38,109504.99946627769,47.85
8828308d47fffff,226.0,18.28,108576.00088752733,47.37
8828308d49fffff,191.0,21.05,118119.59835515828,50.13
8828308d4bfffff,178.0,22.36,122656.97577868083,54.03
8828308d4dfffff,223.0,18.27,108588.76607677789,47.41
8828308d51fffff,153.0,25.45,133333.0,58.0
8828308d53fffff,211.0,22.07,134994.03173985344,58.36
8828308d55fffff,158.0,24.7,130741.74995568919,57.28
8828308d57fffff,153.0,25.45,133333.0,58.0
8828308d59fffff,1067.0,24.03,129984.62394811572,56.64
8828308d5bfffff,1324.0,23.02,130474.82653298731,57.19
8828308d5dfffff,153.0,25.45,133333.0,58.0
8828308d61fffff,20.0,24.45,160000.0,69.34
8828308d63fffff,211.0,24.08,153198.84894116345,63.78
8828308d65fffff,20.0,24.45,160000.0,69.34
8828308d67fffff,137.0,24.02,153571.48949673216,63.87
8828308d69fffff,35.0,21.52,135594.59562898517,58.52
8828308d6bfffff,57.0,20.06,123465.67417719902,54.25
8828308d6dfffff,20.0,24.45,160000.0,69.34
8828308d81fffff,173.0,15.55,112094.38431453078,48.56
8828308d83fffff,0.0,0.0,,66.44
8828308d85fffff,1224.0,14.35,129126.8894132063,56.42
8828308d87fffff,0.0,0.0,,66.44
8828308d89fffff,1044.0,23.18,80279.01959033548,38.08
8828308d8bfffff,124.0,14.23,74805.0,36.94
8828308d8dfffff,1972.0,20.44,91302.74815014798,40.29
8828308d91fffff,1.0,14.23,74805.0,36.94
8828308d93fffff,0.0,0.0,,66.44
8828308d95fffff,0.0,0.0,,66.44
8828308d97fffff,0.0,0.0,,66.44
8828308d99fffff,135.0,14.23,74805.0,36.94
8828308d9bfffff,46.0,14.23,74805.0,36.94
8828308d9dfffff,67.0,14.23,74805.0,36.94
8828308da1fffff,0.0,0.0,,66.44
8828308da3fffff,0.0,0.0,,66.44
8828308da5fffff,0.0,0.0,,66.44
8828308da7fffff,0.0,0.0,,66.44
8828308da9fffff,1640.0,14.49,135325.4136965068,58.47
8828308dabfffff,0.0,0.0,,66.44
8828308dadfffff,1048.0,12.39,129363.7419668191,56.48
8828308db1fffff,0.0,0.0,,66.44
8828308db3fffff,0.0,0.0,,66.44
8828308db5fffff,0.0,0.0,,66.44
8828308db7fffff,0.0,0.0,,66.44
8828308db9fffff,0.0,0.0,,66.44
8828308dbbfffff,0.0,0.0,,66.44
8828308dbdfffff,0.0,0.0,,66.44
8828308dc1fffff,1258.0,24.11,98766.116722661,44.56
8828308dc3fffff,1196.0,8.02,127159.37601492059,55.46
8828308dc5fffff,1841.0,11.89,67992.58805315482,36.31
8828308dc7fffff,1759.0,18.52,73547.26121933677,36.68
8828308dc9fffff,2736.0,14.97,77723.57528313018,37.59
8828308dcbfffff,2518.0,10.86,95008.61560798089,43.54
8828308dcdfffff,1855.0,17.01,115066.13812454526,49.36
8828308dd1fffff,455.0,6.41,97642.46468996542,44.03
8828308dd3fffff,77.0,14.23,74805.0,36.94
8828308dd5fffff,899.0,11.36,119093.83081969657,51.24
8828308dd7fffff,344.0,5.67,74805.0,36.94
8828308dd9fffff,135.0,14.23,74805.0,36.94
8828308ddbfffff,5.0,14.23,74805.0,36.94
8828308dddfffff,925.0,11.15,118152.06347291268,50.15
8828308de1fffff,1624.0,18.47,122877.99803149873,54.12
8828308de3fffff,1952.0,20.25,125458.6408211691,54.91
8828308de5fffff,1414.0,20.06,108773.15992238479,47.61
8828308de7fffff,2014.0,19.96,107865.59425679139,47.28
8828308de9fffff,994.0,23.71,86686.99259004727,39.54
8828308debfffff,1924.0,14.65,105570.80444808904,46.66
8828308dedfffff,596.0,21.23,88080.49830226462,39.78
8828308e01fffff,0.0,0.0,,66.44
8828308e03fffff,0.0,0.0,,66.44
8828308e05fffff,0.0,0.0,,66.44
8828308e07fffff,0.0,0.0,,66.44
8828308e0dfffff,0.0,0.0,,66.44
8828308e11fffff,0.0,0.0,,66.44
8828308e13fffff,0.0,0.0,,66.44
8828308e15fffff,0.0,0.0,,66.44
8828308e17fffff,0.0,0.0,,66.44
8828308e21fffff,0.0,0.0,,66.44
8828308e23fffff,177.0,20.53,109915.68517359525,47.9
8828308e25fffff,17.0,20.45,123473.02831334254,54.29
8828308e27fffff,439.0,19.37,117692.78130813825,50.0
8828308e29fffff,0.0,0.0,,66.44
8828308e2bfffff,0.0,0.0,,66.44
8828308e2dfffff,0.0,0.0,,66.44
8828308e31fffff,332.0,27.39,148208.0,62.36
8828308e33fffff,305.0,27.39,148208.0,62.36
8828308e35fffff,238.0,27.38,148104.43501161443,62.26
8828308e37fffff,337.0,27.39,148208.0,62.36
8828308e39fffff,0.0,0.0,,66.44
8828308e3bfffff,147.0,27.39,148208.0,62.36
8828308e3dfffff,162.0,27.39,148208.0,62.36
8828308e63fffff,0.0,0.0,,66.44
8828308e67fffff,0.0,0.0,,66.44
8828308e81fffff,0.0,0.0,,66.44
8828308e85fffff,0.0,0.0,,66.44
8828308e87fffff,0.0,0.0,,66.44
8828308e8dfffff,0.0,0.0,,66.44
8828308ea1fffff,101.0,29.78,121250.00000000001,52.42
8828308ea3fffff,100.0,29.78,121250.0,52.28
8828308ea5fffff,101.0,29.78,121249.99999999999,52.11
8828308ea7fffff,101.0,29.78,121250.0,52.28
8828308ea9fffff,80.0,29.78,121249.99999999999,52.11
8828308eabfffff,32.0,29.78,121250.0,52.28
8828308eadfffff,101.0,29.78,121250.00000000001,52.42
8828308eb1fffff,0.0,0.0,,66.44
8828308eb5fffff,78.0,29.78,121249.99999999999,52.11
8828308eb7fffff,66.0,29.78,121250.0,52.28
8828308ebdfffff,23.0,29.78,121249.99999999999,52.11
8828308ec5fffff,0.0,0.0,,66.44
8828308ec7fffff,0.0,0.0,,66.44
8828308ee1fffff,0.0,0.0,,66.44
8828308ee3fffff,0.0,0.0,,66.44
8828308ee5fffff,70.0,27.95,141923.752989962,60.82
8828308ee7fffff,41.0,29.78,121250.0,52.28
8828308ee9fffff,0.0,0.0,,66.44
8828308eebfffff,0.0,0.0,,66.44
8828308eedfffff,1.0,27.39,148208.0,62.36
8828308f01fffff,3690.0,14.93,112922.71942808898,48.85
8828308f03fffff,3490.0,15.56,110351.82499417223,47.92
8828308f05fffff,2075.0,21.94,156980.75788070375,64.6
8828308f07fffff,2148.0,20.32,146987.94130370696,61.88
8828308f09fffff,1490.0,13.19,102803.5913819069,46.13
8828308f0bfffff,1957.0,11.19,110685.73353149294,48.03
8828308f0dfffff,1549.0,17.74,139040.35990494062,59.49
8828308f11fffff,1587.0,16.91,76299.37779791109,37.43
8828308f13fffff,1811.0,12.83,48449.58480160364,35.33
8828308f15fffff,3878.0,13.29,55904.678986695406,35.35
8828308f17fffff,2717.0,16.45,61089.47558844822,35.66
8828308f19fffff,84.0,20.32,122802.08926602655,54.09
8828308f1bfffff,770.0,25.05,146466.02941771672,61.75
8828308f1dfffff,1708.0,8.82,91640.24341333655,40.42
8828308f21fffff,469.0,29.89,193906.4845855592,82.74
8828308f23fffff,513.0,32.53,133333.0,58.0
8828308f25fffff,80.0,21.56,124806.71921654131,54.67
8828308f27fffff,178.0,22.37,122695.7874699385,54.07
8828308f29fffff,1496.0,22.82,190294.07194122317,82.48
8828308f2bfffff,1357.0,27.63,191586.3086197778,82.59
8828308f2dfffff,463.0,28.3,211630.24227710528,84.25
8828308f31fffff,1047.0,28.93,164591.594599706,71.79
8828308f33fffff,1929.0,20.1,184989.7091339976,81.86
8828308f35fffff,582.0,31.2,165013.50862618792,78.21
8828308f37fffff,748.0,26.76,168257.6345477531,79.93
8828308f39fffff,2757.0,19.3,127237.85771467417,55.49
8828308f3bfffff,2420.0,16.68,123760.94718493258,54.34
8828308f3dfffff,928.0,31.65,171251.21954826158,80.11
8828308f51fffff,3.0,19.36,118009.0,50.08
8828308f53fffff,0.0,0.0,,66.44
8828308f55fffff,65.0,19.05,117480.40433517947,49.91
8828308f57fffff,301.0,19.36,118009.0,50.08
8828308f5bfffff,0.0,0.0,,66.44
8828308f61fffff,2.0,22.14,188000.0,82.3
8828308f63fffff,1450.0,22.5,179768.2494768856,81.17
8828308f67fffff,1305.0,23.34,215923.54275624905,84.71
8828308f6bfffff,65.0,23.21,162995.28761390157,71.42
88283099a3fffff,32.0,19.4,250001.0,93.51
88283099a7fffff,125.0,19.4,250001.0,93.51
88283099b5fffff,152.0,21.34,236703.8699012194,88.87
88283099b7fffff,116.0,25.63,207351.63234184548,83.89
882830c001fffff,25.0,17.52,101825.0,45.3
882830c003fffff,25.0,17.52,101825.0,45.3
882830c005fffff,25.0,17.52,101825.0,45.3
882830c007fffff,25.0,17.52,101825.0,45.3
882830c009fffff,25.0,17.52,101825.0,45.3
882830c00bfffff,25.0,17.52,101825.0,45.3
882830c00dfffff,25.0,17.52,101825.0,45.3
882830c011fffff,46.0,14.91,137718.71518352363,58.94
882830c013fffff,45.0,15.01,136333.0037175659,58.65
882830c015fffff,25.0,17.5,102069.04123519735,45.91
882830c017fffff,27.0,17.22,105896.62096225715,46.75
882830c019fffff,50.0,14.69,140729.0,60.27
882830c01bfffff,50.0,14.69,140729.0,60.27
882830c01dfffff,39.0,15.47,129958.18436805063,56.59
882830c021fffff,25.0,17.52,101825.0,45.3
882830c023fffff,36.0,13.68,136014.55405862012,58.61
882830c025fffff,29.0,15.72,117821.72964894907,50.04
882830c027fffff,52.0,10.85,161187.0877115638,70.82
882830c029fffff,25.0,17.52,101825.0,45.3
882830c02bfffff,25.0,17.52,101825.0,45.3
882830c02dfffff,25.0,17.52,101824.99999999999,44.94
882830c031fffff,25.0,17.52,101825.00000000001,45.64
882830c033fffff,25.0,17.52,101825.0,45.3
882830c035fffff,42.0,12.4,147354.9447714601,61.95
882830c037fffff,46.0,11.65,154085.34687389736,64.05
882830c039fffff,25.0,17.52,101824.99999999999,44.94
882830c03bfffff,25.0,17.52,101825.0,45.3
882830c03dfffff,25.0,17.52,101825.0,45.3
882830c041fffff,11.0,16.25,118819.0652909559,50.31
882830c043fffff,24.0,17.48,102350.87758271614,46.04
882830c045fffff,17.0,16.98,108964.53943034455,47.72
882830c047fffff,25.0,17.52,101825.0,45.3
882830c049fffff,5.0,12.82,164920.0,75.02
882830c04bfffff,5.0,12.87,164309.31819788937,71.68
882830c04dfffff,5.0,12.82,164920.0,75.02
882830c051fffff,10.0,15.59,127727.93191680443,55.55
882830c053fffff,19.0,14.38,144723.416302767,61.46
882830c055fffff,25.0,17.5,102072.70142521606,45.93
882830c057fffff,36.0,15.76,125951.83884897437,55.0
882830c059fffff,5.0,12.99,164295.07519440193,71.66
882830c05bfffff,6.0,17.56,146928.0352268867,61.86
882830c05dfffff,5.0,13.66,153666.67523798058,63.94
882830c061fffff,25.0,17.52,101825.0,45.3
882830c063fffff,25.0,17.52,101824.99999999999,44.94
882830c065fffff,25.0,17.52,101824.99999999999,44.94
882830c067fffff,25.0,17.52,101825.0,45.3
882830c069fffff,16.0,16.87,110489.16050050588,47.96
882830c06bfffff,25.0,17.52,101825.0,45.3
882830c06dfffff,13.0,16.56,114604.72614789562,49.29
882830c081fffff,50.0,14.69,140729.0,60.27
882830c083fffff,50.0,14.69,140729.0,60.27
882830c085fffff,50.0,14.69,140729.0,60.27
882830c087fffff,68.0,13.66,131216.09350277932,57.43
882830c089fffff,50.0,14.69,140729.0,60.27
882830c08bfffff,50.0,14.69,140729.0,60.27
882830c08dfffff,49.0,14.71,140427.01415350623,59.89
882830c091fffff,74.0,12.97,156562.62917157804,64.45
882830c093fffff,276.0,20.85,126740.06708400832,55.31
882830c095fffff,50.0,14.69,140729.0,60.27
882830c097fffff,53.0,15.19,139584.02597795706,59.67
882830c099fffff,397.0,10.11,183027.7185580069,81.57
882830c09bfffff,530.0,10.34,182525.3068827776,81.5
882830c09dfffff,50.0,14.69,140729.0,60.27
882830c0a1fffff,114.0,12.52,120601.40039640194,51.9
882830c0a3fffff,233.0,11.68,112723.71810135836,48.81
882830c0a5fffff,49.0,14.69,140620.23542173122,60.04
882830c0a7fffff,60.0,14.04,134739.73586597145,58.34
882830c0a9fffff,52.0,14.48,138842.17160915397,59.42
882830c0abfffff,173.0,11.96,115364.04926459366,49.42
882830c0adfffff,47.0,14.85,138529.0253478873,59.09
882830c0b1fffff,189.0,11.87,114462.50750500533,49.23
882830c0b3fffff,168.0,11.99,115631.41340501727,49.47
882830c0b5fffff,233.0,11.68,112722.0,48.74
882830c0b7fffff,233.0,11.68,112722.0,48.74
882830c0b9fffff,50.0,14.69,140729.0,60.27
882830c0bbfffff,50.0,14.69,140729.0,60.27
882830c0bdfffff,215.0,11.75,113360.14555183244,48.98
882830c0c1fffff,50.0,14.69,140729.0,60.27
882830c0c3fffff,50.0,14.69,140729.0,60.27
882830c0c5fffff,47.0,14.82,138901.56642659756,59.47
882830c0c7fffff,48.0,14.79,139368.80904985644,59.6
882830c0c9fffff,43.0,15.01,140073.04575928635,59.76
882830c0cbfffff,48.0,14.75,140597.5916017576,60.0
882830c0cdfffff,50.0,14.69,140729.0,60.27
882830c0d1fffff,66.0,18.07,153220.54021406182,63.81
882830c0d3fffff,335.0,22.54,182650.7324958822,81.53
882830c0d5fffff,50.0,14.69,140729.0,60.27
882830c0d7fffff,50.0,14.69,140729.0,60.27
882830c0d9fffff,101.0,23.25,170943.07570713412,80.07
882830c0dbfffff,431.0,24.35,178927.77102646919,81.11
882830c0ddfffff,50.0,14.69,140729.0,60.27
882830c0e1fffff,25.0,17.52,101825.0,45.3
882830c0e3fffff,38.0,15.6,128158.3438169813,55.64
882830c0e5fffff,25.0,17.52,101825.0,45.3
882830c0e7fffff,34.0,16.0,122637.11103323469,54.0
882830c0e9fffff,25.0,17.52,101825.0,45.3
882830c0ebfffff,26.0,17.29,104913.66634791254,46.57
882830c0edfffff,25.0,17.52,101825.0,45.3
882830c101fffff,309.0,14.15,216646.61832296703,84.78
882830c103fffff,292.0,9.75,170710.05081766058,80.04
882830c105fffff,795.0,7.08,171980.22735107614,80.15
882830c107fffff,291.0,9.35,166513.0,79.85
882830c109fffff,268.0,15.08,224137.85635320266,85.97
882830c10bfffff,312.0,15.04,225972.0,86.91
882830c10dfffff,312.0,15.04,225972.00000000003,86.95
882830c111fffff,57.0,10.26,166435.0,79.61
882830c113fffff,57.0,10.26,166435.0,79.61
882830c115fffff,190.0,9.47,166502.79012881382,79.8
882830c117fffff,57.0,10.26,166435.0,79.61
882830c119fffff,55.0,10.46,164667.8993600915,71.81
882830c11bfffff,57.0,10.26,166435.0,79.61
882830c11dfffff,149.0,11.22,183761.40061324326,81.75
882830c121fffff,1298.0,20.52,148228.77482416574,62.43
882830c123fffff,488.0,7.07,159129.77772891577,68.03
882830c125fffff,1507.0,22.47,158486.87090277413,64.91
882830c127fffff,1150.0,7.49,163442.17687392607,71.44
882830c129fffff,1327.0,5.43,158191.2000556708,64.76
882830c12bfffff,700.0,6.11,160217.87244077618,70.55
882830c12dfffff,1429.0,29.47,141993.81089481263,60.86
882830c131fffff,653.0,8.69,142312.25790475425,60.91
882830c133fffff,837.0,14.64,131327.48918219563,57.5
882830c135fffff,938.0,8.53,136431.72794075878,58.67
882830c137fffff,1282.0,8.58,131023.11252522675,57.39
882830c139fffff,291.0,9.35,166513.0,79.85
882830c13bfffff,299.0,13.01,147931.07642687127,62.17
882830c13dfffff,291.0,9.35,166513.0,79.85
882830c141fffff,280.0,16.31,221598.60369957177,85.35
882830c143fffff,79.0,15.69,193621.58760463967,82.7
882830c145fffff,141.0,35.37,162107.1734903503,71.13
882830c147fffff,312.0,15.04,225972.0,86.91
882830c149fffff,135.0,35.57,160453.05910888567,70.6
882830c14bfffff,40.0,16.7,151627.0144903585,63.43
882830c14dfffff,110.0,45.91,128971.0,56.08
882830c151fffff,25.0,17.52,101825.00000000001,45.64
882830c153fffff,26.0,17.33,103457.07647472036,46.24
882830c155fffff,47.0,16.28,163739.2775155376,71.57
882830c157fffff,71.0,13.76,185010.22783435334,81.88
882830c159fffff,25.0,17.52,101825.0,45.3
882830c15bfffff,25.0,17.52,101825.00000000001,45.64
882830c15dfffff,25.0,17.52,101825.0,45.3
882830c161fffff,216.0,44.56,166458.41636124806,79.76
882830c163fffff,270.0,17.67,217723.47962200362,84.87
882830c165fffff,788.0,78.64,107049.18021600736,46.97
882830c167fffff,426.0,77.76,117043.74198745377,49.78
882830c169fffff,110.0,45.91,128971.0,56.08
882830c16bfffff,270.0,17.71,217585.86366633343,84.85
882830c16dfffff,305.0,77.56,112969.46615845687,48.87
882830c181fffff,526.0,20.8,224406.36673961268,86.11
882830c183fffff,27.0,17.72,109263.37210654713,47.79
882830c185fffff,1616.0,12.56,115977.27338307635,49.65
882830c187fffff,75.0,41.24,178865.26574329854,81.08
882830c189fffff,531.0,20.58,224285.58570114287,86.06
882830c18bfffff,304.0,20.68,219855.32953054275,85.07
882830c18dfffff,1830.0,13.55,161363.97762704449,70.88
882830c191fffff,29.0,16.82,111443.94595243446,48.38
882830c193fffff,606.0,11.73,154493.29431830198,64.16
882830c195fffff,25.0,17.52,101825.0,45.3
882830c197fffff,1331.0,11.69,142519.63185134722,60.95
882830c199fffff,27.0,17.08,107806.05474507656,47.26
882830c19bfffff,50.0,14.69,140705.57253781462,60.07
882830c19dfffff,25.0,17.52,101825.0,45.3
882830c1a1fffff,2252.0,17.58,97641.43370510945,44.0
882830c1a3fffff,1919.0,9.93,123787.43571815446,54.36
882830c1a5fffff,1957.0,12.04,116872.83648965685,49.76
882830c1a7fffff,1560.0,16.37,126287.40473612216,55.15
882830c1a9fffff,2693.0,12.29,105688.31821629936,46.73
